,scopus_id,author
3466,25952763800,"Loomis, James W."
3467,25953452800,"Soja, Matthew J."
3468,25952835900,"Katz, Lawrence B."
3469,57201297284,"Leirer, Von O."
3470,8323083800,"Mayer, F. Stephan"
3471,25952477800,"Holland, John J."
3472,7004855068,"Gottfredson, Denise C."
3473,25953161600,"Power, Paul G."
3474,25952577600,"Freisen, Wallace V."
3475,7007066759,"Ancoli, Sonia"
3476,6701848578,"Noller, Patricia"
3477,7005655001,"Major, Brenda"
3478,16493008100,"Vinsel, Anne"
3479,56962714300,"Brown, Barbara"
3480,25952269900,"Foss, Carolyn"
3481,6701551184,"Barta, Steven G."
3482,25952954900,"Maxeiner, Madeline E."
3483,6506217134,"Depner, Charlene"
3484,6506857039,"Douvan, Elizabeth"
3485,7401893498,"Duncan, Joan W."
3486,7005772885,"Hewitt, Erin C."
3487,7202751838,"Weeks, David G."
3488,7004468010,"Bragg, Martin E."
3489,24526847100,"Ransen, David L."
3490,7006290902,"Betz, Nancy E."
3491,24524587400,"Bander, Ricki S."
3492,7402941808,"Rosén, Anne Sofie"
3493,25952905500,"Nordquist, Ted A."
3494,7102962029,"Sohn, David"
3495,16478656900,"O'Malley, Michael N."
3496,25953668900,"Thistlewaite, Donald L."
3497,25952188400,"et al, "
3498,25952633600,"Gray, Rebecca A."
3499,25933048200,"Hoffman, Curt"
3500,25953162000,"Mazze, Karen"
3501,55429159300,"Cohen, Claudia E."
3502,7403232868,"Thompson, Suzanne C."
3503,7006095966,"Carnevale, Peter J."
3504,25953306600,"Seilheimer, Steven D."
3505,7401697865,"Allen, Bem P."
3506,6507820732,"Potkay, Charles R."
3507,7004686165,"Lubinski, David"
3508,7102431251,"Butcher, James N."
3509,56630357500,"Wenzlaff, R. M."
3510,25952822200,"Kerker, R. Michael"
3511,24403494100,"Beattie, Ann E."
3512,35886746000,"Rosenfeld, Paul"
3513,6507675119,"Melburg, Valerie"
3514,6701738668,"Tomkins, Silvan S."
3515,6701449579,"Schunk, Dale H."
3516,25952167600,"et al, "
3517,16476930700,"Herstein, John A."
3518,25952017900,"Buss, David M."
3519,55415599400,"Nielsen, Stevan L."
3520,7003600100,"Alloy, Lauren B."
3521,7005485502,"Abramson, Lyn Y."
3522,25953569500,"Viscusi, Donald"
3523,25953060800,"Paloutzian, Raymond F."
3524,25952378100,"Fishbaugh, Lisa"
3525,25953061500,"Moon, Tae H."
3526,7402996132,"Myers, Jerome L."
3527,25952170400,"DiCecco, Joseph V."
3528,6603711107,"Lorch, Robert F."
3529,6701391356,"Gjerde, Per F."
3530,7102030417,"Smoller, Bruce"
3531,7005629469,"Skelton, James A."
3532,35431547100,"Yamagishi, Toshio"
3533,7403559696,"Hill, Charles T."
3534,57199378441,"Johnson, Jim"
3535,7402353937,"Greenberg, Jeff"
3536,7201431047,"Andersen, Susan M."
3537,7202508415,"Baldwin, Mark W."
3538,25953295400,"Sheinman, Louise"
3539,24530912100,"Isenberg, Daniel J."
3540,25952358600,"Ennis, James G."
3541,7402098819,"Jackson, Linda A."
3542,25953442400,"Rozsnafszky, Jane"
3543,7003952119,"Stull, Donald E."
3544,57192331131,"Johnson, John A."
3545,7202712363,"Harrington, David M."
3546,56289454400,"Anderson, Susan M."
3547,6603871819,"Klos, Dennis S."
3548,24515993600,"Stephenson, Blair"
3549,25952852600,"Lowenfeld, Beverly"
3550,25952104900,"Englehart, Charles E."
3551,7103381995,"Parkinson, Brian"
3552,7003913291,"Manstead, Antony S.R."
3553,57198904190,"Price, June"
3554,7102708006,"Crawford, Helen J."
3555,24789433700,"Zager, Lynne D."
3556,7003348172,"Megargee, Edwin I."
3557,25952254800,"Cochran, Susan T."
3558,24404409100,"Embree, Marlowe C."
3559,25952827500,"LeCompte, William Ayhan"
3560,6602184264,"Caporael, Linnda R."
3561,35614323800,"Dobson, Keith S."
3562,7005037893,"Donovan, Wilberta L."
3563,57203521374,"Smith, Timothy W."
3564,7003620224,"Salt, P."
3565,25952397800,"Friedman, Lee"
3566,6602656857,"Qualls, Penelope J."
3567,56986129400,"Brodt, Susan E."
3568,25952569900,"Harrington, Denise M."
3569,7004422268,"Klorman, Rafael"
3570,16485627500,"Spiegel, Nancy"
3571,25952908700,"Powell, Arnold"
3572,57197688420,"Barth, Joan M."
3573,57208522560,"Jackson, Susan E."
3574,6701630491,"Tobacyk, Jerome J."
3575,25952730000,"Jefferson, N. Lyneel"
3576,56319567200,"King, Michael"
3577,7005392134,"Diehl, Michael"
3578,25952231900,"et al, "
3579,6603376472,"Clingempeel, W. Glenn"
3580,16220865700,"Wong, Paul T."
3581,57199050405,"Harris, Roma M."
3582,35173724900,"Scott, Ruth"
3583,7102893592,"Raine, Adrian"
3584,7005915467,"Roger, Derek B."
3585,56822222800,"Venables, Peter H."
3586,25952197700,"et al, "
3587,6508216530,"Bloxom, Bruce M."
3588,23095919700,"Silka, Linda"
3589,6603744325,"Sabini, John"
3590,7402108386,"Silver, Maury"
3591,25952160300,"Damron, Gary"
3592,6504387619,"Braunwald, Karen G."
3593,25952463700,"Inbar, Jacinto"
3594,25952803500,"Kendrick, Douglas T."
3595,16423265400,"Uba, Laura"
3596,7004395338,"Janda, Louis H."
3597,25952305300,"et al, "
3598,6507950939,"Tunnell, Gil"
3599,7006653431,"Keating, Caroline F."
3600,35606332800,"McAdams, Dan P."
3601,25953170100,"Powers, Joseph"
3602,57198533337,"Miller, Lynn C."
3603,56311931300,"Murphy, Richard"
3604,25952651400,"Lanni, Joseph C."
3605,36979160700,"Dull, Valerie"
3606,25952673000,"Lui, Layton"
3607,7005603797,"Southwick, Lillian"
3608,24426257800,"Critchlow, Barbara"
3609,7003593314,"Gilovich, Thomas"
3610,7005314170,"Kirschenbaum, Daniel S."
3611,35618841200,"Humphrey, Laura Lynn"
3612,24547215200,"Malett, Sheldon D."
3613,57198524117,"Wright, Peter"
3614,25953254100,"Rip, Peter D."
3615,56452523100,"Garber, Judy"
3616,7406809766,"Johnson, Joel T."
3617,35588218200,"Hamilton, Thomas E."
3618,25949862600,"Humphries, Charlene"
3619,6602446981,"Assor, Avi"
3620,55454870300,"Brown, Pamela L."
3621,25952511100,"Ishii, Sylvia"
3622,25952339500,"Fishbein, Sanford"
3623,25953366900,"Rutsein, Jeffrey"
3624,57206674950,"Knight, Jeffrey A."
3625,7007056249,"Lubow, Robert E."
3626,25953284700,"Rosenblatt, R."
3627,7102720633,"Weiner, I."
3628,7102020106,"Sternberg, Robert J."
3629,25949582300,"Conway, Barbara E."
3630,25952766000,"Ketron, Jerry L."
3631,57196865300,"Bernstein, Morty"
3632,6701830651,"Laufer, William S."
3633,7003353298,"Conte, Hope R."
3634,7007178730,"Plutchik, Robert"
3635,57198751711,"Thomas, George C."
3636,7403911683,"Wright, Rex A."
3637,35972965800,"Moe, Jeffrey L."
3638,6602933211,"Nacoste, Rupert W."
3639,7005021316,"Izard, Carroll E."
3640,7005302162,"Salovey, Peter"
3641,57189177334,"Hargis, Kenneth"
3642,55465605300,"Jackson, Jeffrey M."
3643,7402107789,"Rubin, Rosalyn A."
3644,57192356022,"Kingsbury, G. Gage"
3645,25953114600,"McGarry, James J."
3646,36799392700,"Clark, Leslie F."
3647,6603816929,"Bellezza, Francis S."
3648,6602143279,"Bar-Hillel, Maya"
3649,7004721990,"Fischhoff, Baruch"
3650,7006982238,"Webber, Patricia L."
3651,7007123783,"Wittig, Michele A."
3652,7101717864,"Hager, Joseph C."
3653,7102024596,"Wingard, Joseph A."
3654,6602177592,"Saltzer, Eleanor B."
3655,57212718108,"Johnson, Patrick B."
3656,7101921078,"Beckman, Linda J."
3657,25953414500,"Skiffington, Stephen"
3658,56284971200,"Williams, Connie"
3659,7004978760,"Fong, Geoffrey T."
3660,7004382634,"Zautra, Alex J."
3661,7006194796,"McFarlin, Dean B."
3662,24792597300,"Sommers, Shula"
3663,36720118500,"Goldman, Rachel"
3664,7006712946,"McFarland, Cathy"
3665,7201594997,"Fletcher, Garth J.O."
3666,25952943700,"Noerenberg, Henry"
3667,6505821542,"Speckart, George"
3668,7005251649,"Good, Thomas L."
3669,6701452189,"Heesacker, Martin"
3670,55463731000,"Green, Jane"
3671,35432712800,"Morgan, Mark"
3672,7004331191,"Hendrick, Susan S."
3673,56265937500,"Wilson, S. K."
3674,25933511600,"Schuyler, Bradley A."
3675,24459645100,"Surber, Colleen F."
3676,25953484600,"Yoshikawa, Joyce C."
3677,25953683800,"Zehr, H. David"
3678,6602339907,"Hormuth, Stefan E."
3679,6603011555,"Charry, Jonathan M."
3680,6504720925,"Hawkinshire, Frank B."
3681,7202971501,"Marks, Gary"
3682,25952278800,"Effrein, Edwin A."
3683,25952288100,"Falender, Victoria J."
3684,56125739400,"Miller, Rickey S."
3685,6603201090,"Ware, Edward E."
3686,25953443900,"Sherk, Debbie"
3687,55449272000,"Schwartz, Stanley M."
3688,7102275161,"Gifford, Robert"
3689,35549186600,"Baucom, Donald H."
3690,36919994500,"Aiken, Pamela A."
3691,7102863345,"Leon, Gloria R."
3692,25952324600,"et al, "
3693,7006602179,"Davenport, P. R."
3694,7006214634,"Polivy, Janet"
3695,25951862400,"Caine, Andrew"
3696,25953351300,"Rubin, Rebecca B."
3697,7101661777,"Read, Stephen J."
3698,7005119030,"Heilbrun, Alfred B."
3699,25952775300,"Johnson-George, Cynthia"
3700,25953718000,"Swezey, Lawrence W."
3701,16510710700,"Locke, Don"
3702,7103204663,"Pennington, Donald"
3703,25953620100,"Wimer, Scott"
3704,7003430916,"Rusbult, Caryl E."
3705,16470700900,"Zembrodt, Isabella M."
3706,25952533800,"Gunn, Lawanna K."
3707,25952845000,"Lickteig, Carl"
3708,7004882413,"Gangestad, Steven W."
3709,7403251927,"Hunter, John"
3710,16457709000,"Gerbing, David W."
3711,57189165523,"Boster, Franklin J."
3712,6603677731,"Motowidlo, Stephan J."
3713,7003284799,"Krosnick, Jon A."
3714,7003806196,"Ozer, Daniel J."
3715,25953155700,"Mendolsohn, Gerald A."
3716,25952192400,"Feimer, Nickolaus R."
3717,57208464179,"Wright, Jack C."
3718,25952617300,"Hoover, Marlin"
3719,7003636643,"Bargh, John A."
3720,57198520409,"Smith, D. Leasel"
3721,57201808046,"Robbins, Michael A."
3722,7004540020,"Thornton, Bill"
3723,57200863742,"Cantrell, Peggy"
3724,39863929300,"Timko, Christine"
3725,56330370000,"White, John B."
3726,56295489500,"Ellis, Robert J."
3727,25952229000,"et al, "
3728,36770612700,"Christensen, Dana"
3729,25952019800,"Bryant, Susan L."
3730,6603953975,"Earley, P. Christopher"
3731,6602646661,"Bassok, Miriam"
3732,57198400505,"Hill, Craig A."
3733,7201668081,"Rowe, David C."
3734,6701475847,"Rothbaum, Fred"
3735,7103307781,"Weisz, John R."
3736,16478907400,"Snyder, Samuel S."
3737,24548040100,"Sagotsky, Gerald"
3738,25952296300,"Dafoe, Janet L."
3739,6506815826,"Callero, Peter L."
3740,25952375500,"Evans, Dorcas E."
3741,56681294900,"Shaffer, David R."
3742,25953352300,"Smith, Jonathan E."
3743,25951061600,"Tomarelli, Michele M."
3744,7102907649,"Frey, Dieter"
3745,6701328409,"Tomarken, Andrew J."
3746,7004214899,"Ryff, Carol D."
3747,36851713500,"Pollak, Susan"
3748,24347126600,"Gilligan, Carol"
3749,7005764925,"Gerrard, Meg"
3750,7202884238,"Kahn, Stephen"
3751,7004060048,"Handelsman, Mitchell M."
3752,57198246633,"Carrol, Edward N."
3753,7101700343,"Zuckerman, Marvin"
3754,57200766588,"Vogel, Wolfgang H."
3755,7102924570,"O'Neill, Richard"
3756,7101890825,"McCarty, Dennis"
3757,57197598365,"Diamond, William"
3758,7101834403,"Kaye, Michael"
3759,6603144183,"Raps, Charles S."
3760,25952703800,"Jonas, Maritza"
3761,6602552500,"Haugtvedt, Curtis P."
3762,7004420382,"Shaeffer, David E."
3763,6603721912,"Golin, Sanford"
3764,7004592708,"Smyth, Larry"
3765,24561416700,"Jones, Bill"
3766,7102421052,"O'Grady, Kevin E."
3767,6602153097,"Sabatelli, Ronald M."
3768,7004114430,"Dreyer, Albert"
3769,6504410915,"Detchon, Candace S."
3770,57195150705,"Yando, Regina"
3771,16491989300,"Machotka, Pavel"
3772,6603100882,"Hiltrop, Jean M."
3773,6701803217,"Seta, Catherine E."
3774,7103388522,"Skowronski, John J."
3775,57198222108,"Boyd, Thomas L."
3776,6701501627,"Antill, John K."
3777,36003888400,"Nadler, Arie"
3778,25952587100,"Goldberg, Marta"
3779,25953596300,"Steck, Loren"
3780,25952655500,"Levitan, Diane"
3781,25953007800,"McLane, David"
3782,6603529152,"Ordman, Arnold M."
3783,7402191525,"Ryan, Richard M."
3784,7006222051,"Sussman, Nan M."
3785,57189825341,"Giambra, Leonard M."
3786,25952159000,"Crane, Marie"
3787,25951894500,"Bernstein, Stan"
3788,25953308200,"Siladi, Michael"
3789,7402834878,"Park, Bernadette"
3790,25952002500,"Carpenter, Kathleen M."
3791,24521942300,"Hesley, John W."
3792,25952095900,"Chernick, Linda"
3793,56240751700,"Herzog, Thomas R."
3794,7006023652,"Weintraub, Daniel L."
3795,25951179500,"Zukier, Henri"
3796,24520825000,"Wetzel, Christopher G."
3797,16485150800,"Stericker, Anne"
3798,6504814558,"LeVesconte, Shirley"
3799,6603863355,"Slife, Brent D."
3800,7202743302,"Myers, Anita M."
3801,25952391200,"Gonda, Gail"
3802,6701801989,"Gollwitzer, Peter M."
3803,57198223588,"Earle, Walter B."
3804,57197154178,"Johnson, Dennis"
3805,25952160100,"Chilstrom, John T."
3806,7402995385,"King, Gillian A."
3807,25952998800,"Mavin, Gregory H."
3808,36914208900,"King, Lynda A."
3809,6603819320,"Klockars, Alan J."
3810,55454632700,"García, Ricardo"
3811,25951910000,"Brady, James J."
3812,6701724685,"Kukla, André"
3813,7201692274,"Burns, G. Leonard"
3814,24526195300,"Lapworth, C. William"
3815,35491128800,"Martin, John A."
3816,7101639679,"Reeder, Glenn D."
3817,7404985693,"Miller, Lynn Carol"
3818,6603932556,"Rigdon, Michael A."
3819,6602267532,"Epting, Franz R."
3820,56289964500,"Robinson, Janet"
3821,57212258161,"Smith, Terry"
3822,16475311800,"Toi, Miho"
3823,7006085289,"Benassi, Mario A."
3824,36793255700,"Ramirez, John"
3825,25952125700,"Danheiser, Priscilla R."
3826,7203079771,"Horn, Joseph M."
3827,6602508686,"Schuerger, James M."
3828,25953705300,"Tait, E."
3829,25953622000,"Tavernelli, M."
3830,6701574851,"Deitz, Sheila R."
3831,7005536172,"Blackwell, Karen T."
3832,25949459900,"Daley, Paul C."
3833,16471104900,"Bentley, Brenda J."
3834,7005739245,"Silverstein, Brett"
3835,24526220900,"Krau, Edgar"
3836,57210456667,"Wells, Karen S."
3837,36640318000,"Faletti, Martin V."
3838,7005223584,"Comfort, John C."
3839,35615342900,"Hilton, James L."
3840,7103058642,"Bryant, Fred B."
3841,7102863523,"Kirsch, Irving"
3842,7003376251,"Brigham, John C."
3843,7005525827,"Maass, Anne"
3844,25953448200,"Snyder, Larry D."
3845,25953228000,"Spaulding, Kenneth"
3846,7004664549,"Funder, David C."
3847,57202066634,"Moskowitz, D. S."
3848,6602268289,"Hennigan, Karen M."
3849,25952167200,"et al, "
3850,6602580212,"Yarczower, Matthew"
3851,25952240700,"Daruns, Laura"
3852,25952736300,"Maphet, Harold W."
3853,56321361100,"Miller, Arthur L."
3854,6602137973,"Titus, William"
3855,24494100300,"Alagna, Sheryle W."
3856,25952158400,"Emery, Jolee"
3857,6506432018,"Danker-Brown, Pamela"
3858,7004323813,"Kernis, Michael H."
3859,55465478900,"Cohen, Alan"
3860,25953220400,"Spadafora, Susan"
3861,7402253596,"Weiner, Marcella B."
3862,25952879200,"Keel, Raymond"
3863,15133325400,"Stephens, Deborah"
3864,25952526500,"Genung, Vanessa"
3865,7004169303,"van der Pligt, Joop"
3866,6603823487,"Ullman, Chana"
3867,7404563218,"Jones, Warren H."
3868,7102369700,"Hobbs, Steven A."
3869,25952495200,"Hockenbury, Don"
3870,7005089608,"Solano, Cecilia H."
3871,7003306584,"Batten, Phillip G."
3872,7005173325,"Parish, Elizabeth A."
3873,55665466800,"Price, Richard A."
3874,7005314877,"Vandenberg, Steven G."
3875,57201410655,"Iyer, Hariharan"
3876,55728528200,"Williams, James S."
3877,7006324527,"Leitner, L. M."
3878,57194724689,"Cado, Suzana"
3879,6601962485,"Pietromonaco, Paula R."
3880,7404430610,"King, Deborah A."
3881,23079613000,"Buchwald, Alexander M."
3882,35859050800,"Shapira, Rina"
3883,25951963100,"Ben-Itzhak, Shulamit"
3884,6507547609,"Wolfle, Lee M."
3885,16478026400,"Robertshaw, Dianne"
3886,55433205200,"Campbell, Bruce"
3887,25953445000,"Rosenfeld, Erica"
3888,6701818355,"Huesmann, L. Rowell"
3889,7007047808,"Eron, Leonard D."
3890,6602755537,"Torney-Purta, Judith V."
3891,57024558700,"Innes, J. M."
3892,7006040819,"Sacco, William P."
3893,25952044700,"Case, Thomas"
3894,6504222875,"de Volder, M. L."
3895,6602093053,"Lens, Willy"
3896,7003465387,"Herr, Paul M."
3897,25951951100,"Barrette, Dana"
3898,25953553300,"Walton, Janice H."
3899,7501594552,"Miller, Judy Z."
3900,7402136810,"Rose, Richard J."
3901,7003458695,"Feltz, Deborah L."
3902,25952925600,"Maughan, Betty"
3903,25951973500,"Ben-Yair, Ella"
3904,16492313200,"Peters, Mark D."
3905,25950852600,"Santee, Richard T."
3906,25953687000,"Wagener, J. John"
3907,25952458100,"Halal, Mark"
3908,25953634100,"Szegda, Martha"
3909,6604043005,"Brownell, Peter"
3910,25952636800,"Hantas, Michael"
3911,57189937659,"Lassiter, G. Daniel"
3912,25952457000,"Hecht, Kenneth"
3913,7005055045,"Abbey, Antonia"
3914,6602539256,"Bernieri, Frank J."
3915,25952303100,"Fielder, Klaus"
3916,7405251056,"White, Jacquelyn W."
3917,7005586696,"Gruber, Kenneth J."
3918,7101620223,"Bond, Charles F."
3919,25953418100,"Reese, Linda"
3920,57198936631,"Shaw, Jeffrey S."
3921,6603701756,"Zevon, Michael A."
3922,57205424520,"Castell, Pat"
3923,15737431200,"Nygård, Roald"
3924,25951854600,"Amidon, Mary D."
3925,36862032500,"Bishop, Shawn E."
3926,25953153800,"Pomerantz, Scott D."
3927,25950350500,"Mroz, Barbara J."
3928,25952697400,"Kolditz, Thomas A."
3929,7401506794,"Adams, Gerald R."
3930,16495300900,"Fitch, Steven A."
3931,7006759662,"Radtke, H. Lorraine"
3932,24444082300,"Dubreuil, Debora L."
3933,6603617069,"Quintanar, Leo R."
3934,6602072608,"Metalsky, Gerald I."
3935,25952254300,"et al, "
3936,57207332946,"Gordon, Sallie E."
3937,35274731300,"Hartwick, Jon"
3938,7003764175,"Darby, Bruce W."
3939,6701334665,"Beit-Hallahmi, Benjamin"
3940,6603449805,"Hertz-Lazarowitz, Rachel"
3941,7402696721,"Rogers, Marian"
3942,6701371732,"Tesch, Stephanie A."
3943,7003371134,"Whitbourne, Susan Krauss"
3944,7403024893,"Morgan, Michael"
3945,6603661154,"Reuman, David A."
3946,6603180717,"Kluegel, James R."
3947,57207715217,"Bryant, Kendall J."
3948,6602550620,"Privette, Gayle"
3949,7102623518,"Crocker, Jennifer"
3950,25949906300,"Hannah, Darlene B."
3951,25951016200,"Weber, Reneé"
3952,6701515030,"Schul, Yaacov"
3953,35173593200,"Rutkowski, Gregory K."
3954,25949555900,"Davison, James"
3955,16504590300,"McDonald, Peter J."
3956,25949887700,"Harris, Stanley G."
3957,7201570738,"Maher, James E."
3958,6602180661,"Spiridigliozzi, Gail A."
3959,7101749549,"Woods, Kathryn"
3960,25949516500,"Coolidge, Christopher"
3961,6504455828,"Kulick, William"
3962,25950638300,"Perkins, Suzanne C."
3963,7004656226,"Asendorpf, Jens B."
3964,57202413462,"Scherer, Klaus R."
3965,56260281800,"Gonzales, M. Hop"
3966,25949643000,"et al, "
3967,6506811184,"Ancok, Djamaludin"
3968,25950273300,"Kugle, Cherry L."
3969,57210694327,"Clements, Richard O."
3970,25950535100,"Powell, Philip M."
3971,18936248700,"Nagao, Dennis H."
3972,25949330700,"Barter, Joanna"
3973,36940740900,"Brownbridge, Garry"
3974,7403870153,"Martin, Leonard L."
3975,25949995300,"Gross, Paget H."
3976,8853722500,"Nevo, Ofra"
3977,6602948460,"Nevo, Baruch"
3978,25949960900,"Itzhak, Shulamit B."
3979,55459248400,"Williams, Karen B."
3980,25956396500,"Landsman, Ted"
3981,7003672837,"Lippa, Richard A."
3982,25949355000,"Beauvais, Cheryl"
3983,7201554076,"Neumann, Paul G."
3984,25950880600,"Shovar, Nicolette"
3985,7202685607,"Caldwell, David F."
3986,7005911757,"O'Reilly, Charles A."
3987,55730078200,"Morris, James H."
3988,7005442257,"Strack, Stephen"
3989,26643586400,"Coyne, James C."
3990,8718561600,"Douglas, William"
3991,6506695000,"Gibbins, Keith"
3992,16466381700,"Young, Richard D."
3993,7005939202,"Sher, Kenneth J."
3994,57053947200,"Lloyd, Stephen"
3995,55458272100,"Nelson, Judith B."
3996,25949343900,"Bass, Susan"
3997,7102809341,"Laurence, Jean Roch"
3998,7004266770,"Kihlstrom, John F."
3999,7102919140,"Krantz, Susan E."
4000,25950285000,"Levine, Henry M."
4001,6602938393,"Basham, Robert B."
4002,6603615019,"Sarason, Barbara R."
4003,7003536849,"O'Leary, Virginia E."
4004,7003968474,"Aneshensel, Carol S."
4005,7102647888,"Clark, Virginia A."
4006,7004972317,"Frerichs, Ralph R."
4007,25949381000,"Bruun, Steven E."
4008,6603418291,"Aries, Elizabeth J."
4009,25949733900,"Gold, Conrad"
4010,25949863000,"Instone, Debra"
4011,56818742000,"Bunker, Barbara B."
4012,25949705800,"Findley, Maureen J."
4013,6603180917,"Dukerich, Janet M."
4014,25950060700,"Jenkins, Jan L."
4015,25949527400,"Chavez, R."
4016,24307975400,"Peckar, H."
4017,6603973102,"Messick, David M."
4018,6603335947,"Sparacino, Jack"
4019,57209183521,"Carlson, Dona"
4020,7005473142,"Florian, Victor"
4021,7003927799,"Kravetz, Shlomo"
4022,7201976616,"Costa, Frances M."
4023,6504304642,"Jessor, Lee"
4024,7201818147,"Donovan, John E."
4025,7006134747,"Mackie, Diane M."
4026,6602327340,"Masterson, Fred A."
4027,57197337874,"Fletcher, Barbara"
4028,7004145539,"Guimond, Serge"
4029,25949840200,"Dubé-Simard, Lise"
4030,25950676200,"Pilon, David A."
4031,25950054100,"Heincke, Susanne G."
4032,25950878500,"Spores, John M."
4033,6507742219,"Blankmeyer, Bonnie L."
4034,7401872624,"Powell, Martha C."
4035,55189563800,"Proffitt, Christine"
4036,7201395649,"Smart, J. L."
4037,35616326700,"Whitley, Bernard E."
4038,7004493163,"Riordan, Catherine A."
4039,6701329297,"Lukaszewski, Marlene P."
4040,24443917300,"Culbertson, Glen H."
4041,6602070883,"Savin-Williams, Ritch C."
4042,6602465536,"Demo, David H."
4043,36658075500,"Carlopio, James"
4044,7101892021,"Adair, John G."
4045,7402182897,"Lindsay, R. C."
4046,7101865797,"Newcomb, Michael D."
4047,16218755900,"Cooper, William H."
4048,35832714400,"Schmidt, Nancy"
4049,6603177406,"Kivnick, Helen Q."
4050,55574213158,"Smith, Stevens S."
4051,25950339400,"McCarthy, John D."
4052,8336231300,"Milardo, Robert M."
4053,55723932800,"Johnson, Michael P."
4054,7003743200,"Holyoak, Keith J."
4055,7202833555,"Gordon, Peter C."
4056,14325612300,"Ortberg, John"
4057,6603006980,"Milford, Gary"
4058,24457346200,"Fyans, Leslie J."
4059,25949597400,"Desai, Kiran A."
4060,7402000315,"Wolfe, Raymond N."
4061,7005605008,"Lennox, Richard D."
4062,6602828790,"Hudiburg, Richard"
4063,7006767656,"Carman, Roderick S."
4064,57197232601,"Fitzgerald, B. J."
4065,7003562683,"Holmgren, Charles"
4066,25949292000,"Brokaw, David W."
4067,6602916487,"McLemore, Clinton W."
4068,57199315430,"Powell, Richard S."
4069,25949848300,"Juhnke, Ralph G."
4070,57204258694,"Lange, Rense"
4071,25950270900,"Laird, Nancy M."
4072,25950995700,"Zehner, Kim S."
4073,56980187400,"Johnson, James"
4074,7003654943,"Hirt, Edward R."
4075,6507879725,"Palys, Ted S."
4076,7202533347,"Little, Brian R."
4077,7401718186,"Berg, John H."
4078,7003472691,"Heiby, Elaine M."
4079,7006727903,"Fioravanti, Mario"
4080,7004896392,"Lazzari, Renato"
4081,6507901416,"Cappo, Bruce M."
4082,6603824110,"Prokop, Charles K."
4083,7102834653,"Ingram, Rick E."
4084,56268228900,"Martelli, Michael F."
4085,7004118476,"Mercuri, Louis G."
4086,7101758450,"Sussman, Steve"
4087,7005767113,"Mueser, Kim T."
4088,6602537386,"Grau, Barry W."
4089,7007090116,"Yarnold, Paul R."
4090,16485276200,"Watts, Barbara L."
4091,25950753500,"Shippy, Thomas A."
4092,56953586600,"Horowitz, Leonard M."
4093,25949767300,"French, Rita D."
4094,7406290296,"Miller, Suzanne M."
4095,7003375250,"Mangan, Charles E."
4096,7101975377,"Abrams, David B."
4097,7201585638,"Marsh, Herbert W."
4098,16430693100,"Relich, Joseph D."
4099,25950815500,"Smith, Ian D."
4100,57206875595,"Liu, Thomas J."
4101,25951136000,"Turner, Marilyn"
4102,7103009260,"Browning, Deborah L."
4103,7404679960,"Johnson, Eric J."
4104,7003856258,"Tversky, Amos"
4105,7103044028,"Conway, Michael"
4106,24522837500,"Kremer, John F."
4107,8858695900,"Stephens, Laura"
4108,8762815900,"Cornelius, Randolph R."
4109,7005499841,"Lewicki, Pawel"
4110,7202993424,"Check, James V.P."
4111,16496891700,"Robinson, Thomas"
4112,7101990803,"Daly, Eleanor M."
4113,57196987589,"Lancee, William J."
4114,7202137910,"Goldman, Danny"
4115,24444705500,"Hunt, Robert W."
4116,7202099303,"Manning, Martha M."
4117,6602143678,"Loken, Barbara"
4118,25951094300,"Weyer, Robert S."
4119,7202246676,"Atkinson, Michael L."
4120,25950778500,"Schwartz, Larry M."
4121,35427099700,"Elder, Glen H."
4122,57212620339,"MacInnis, Deborah J."
4123,25949683200,"Fredricks, Arlene J."
4124,16451921200,"Dossett, Dennis L."
4125,36862115400,"Jennings, Dennis L."
4126,56208403800,"Jennings, Susan"
4127,16471411500,"Adams, Jeffrey B."
4128,25950802800,"Schumacher, Andrea"
4129,6701698583,"Howard-Pitney, Beth"
4130,7003926927,"Baumgardner, Michael H."
4131,7005521111,"Leippe, Michael R."
4132,35858114300,"Amato, Paul R."
4133,7007185438,"Haviland, Jeannette M."
4134,7201541246,"McGuire, Terry R."
4135,6506690931,"Rothbaum, Peggy A."
4136,16682223100,"Golding, Jacqueline M."
4137,25950891900,"Tabachnik, Naomi"
4138,16141479200,"White, J. Dennis"
4139,6506588697,"Nettles, Elizabeth J."
4140,24794809900,"Loevinger, Jane"
4141,7202318816,"Henderson, Bruce B."
4142,7202072234,"Gold, Steven R."
4143,7102997220,"Schwarz, Norbert"
4144,57197332885,"Iritani, Bonita"
4145,25950197700,"Kimes, Debra D."
4146,25949350400,"Barrios, Michael"
4147,7103350623,"Tyrrell, Donald J."
4148,6603369362,"Brandstätter, Hermann"
4149,25949522700,"Constantian, Carol A."
4150,25950339100,"Mims, Valerie"
4151,7005381116,"Koestner, Richard"
4152,36907572300,"Morris, Katherine J."
4153,6603780675,"Kunda, Ziva"
4154,25950769000,"Senneker, Phyllis"
4155,6603344222,"Puccetti, Mark C."
4156,7004550201,"Croyle, Robert T."
4157,16471914500,"Fox, Judith E."
4158,56639282100,"Wertheim, Eleanor H."
4159,7004105079,"Olmsted, Marion P."
4160,7401955894,"Gilbert, Daniel T."
4161,25950594300,"Pych, Virginia"
4162,35563614800,"Simpson, Jeffry A."
4163,6603396540,"Nassi, Alberta J."
